Time,root.energy.d0.T2(DOUBLE)
2016-01-11T17:00:00+08:00,19.2
2016-01-11T17:10:00+08:00,19.2
2016-01-11T17:20:00+08:00,19.2
2016-01-11T17:30:00+08:00,19.2
2016-01-11T17:40:00+08:00,19.2
2016-01-11T17:50:00+08:00,19.2
2016-01-11T18:00:00+08:00,19.2
2016-01-11T18:10:00+08:00,19.2
2016-01-11T18:20:00+08:00,19.2
2016-01-11T18:30:00+08:00,19.23
2016-01-11T18:40:00+08:00,19.3566666666667
2016-01-11T18:50:00+08:00,19.4266666666667
2016-01-11T19:00:00+08:00,19.566666666666695
2016-01-11T19:10:00+08:00,19.73
2016-01-11T19:20:00+08:00,19.8566666666667
2016-01-11T19:30:00+08:00,20.033333333333296
2016-01-11T19:40:00+08:00,20.1666666666667
2016-01-11T19:50:00+08:00,20.2
2016-01-11T20:00:00+08:00,20.2
2016-01-11T20:10:00+08:00,20.2
2016-01-11T20:20:00+08:00,20.2
2016-01-11T20:30:00+08:00,20.26
2016-01-11T20:40:00+08:00,20.29
2016-01-11T20:50:00+08:00,20.3566666666667
2016-01-11T21:00:00+08:00,20.4266666666667
2016-01-11T21:10:00+08:00,20.5
2016-01-11T21:20:00+08:00,20.533333333333296
2016-01-11T21:30:00+08:00,20.6666666666667
2016-01-11T21:40:00+08:00,20.7
2016-01-11T21:50:00+08:00,20.7
2016-01-11T22:00:00+08:00,20.79
2016-01-11T22:10:00+08:00,20.79
2016-01-11T22:20:00+08:00,20.89
2016-01-11T22:30:00+08:00,20.963333333333296
2016-01-11T22:40:00+08:00,21.0
2016-01-11T22:50:00+08:00,21.0
2016-01-11T23:00:00+08:00,21.0
2016-01-11T23:10:00+08:00,21.0
2016-01-11T23:20:00+08:00,21.0
2016-01-11T23:30:00+08:00,20.9266666666667
2016-01-11T23:40:00+08:00,20.89
2016-01-11T23:50:00+08:00,20.79
2016-01-12T00:00:00+08:00,20.79
2016-01-12T00:10:00+08:00,20.7
2016-01-12T00:20:00+08:00,20.6333333333333
2016-01-12T00:30:00+08:00,20.6
2016-01-12T00:40:00+08:00,20.6
2016-01-12T00:50:00+08:00,20.5
2016-01-12T01:00:00+08:00,20.5
2016-01-12T01:10:00+08:00,20.39
2016-01-12T01:20:00+08:00,20.39
2016-01-12T01:30:00+08:00,20.29
2016-01-12T01:40:00+08:00,20.23
2016-01-12T01:50:00+08:00,20.2
2016-01-12T02:00:00+08:00,20.2
