Time,root.energy.d0.T7(DOUBLE)
2016-01-11T17:00:00+08:00,17.2
2016-01-11T17:10:00+08:00,17.2
2016-01-11T17:20:00+08:00,17.2
2016-01-11T17:30:00+08:00,17.1333333333333
2016-01-11T17:40:00+08:00,17.2
2016-01-11T17:50:00+08:00,17.1333333333333
2016-01-11T18:00:00+08:00,17.1333333333333
2016-01-11T18:10:00+08:00,17.1
2016-01-11T18:20:00+08:00,17.1666666666667
2016-01-11T18:30:00+08:00,17.2
2016-01-11T18:40:00+08:00,17.2475
2016-01-11T18:50:00+08:00,17.53
2016-01-11T19:00:00+08:00,17.8233333333333
2016-01-11T19:10:00+08:00,17.9633333333333
2016-01-11T19:20:00+08:00,17.9633333333333
2016-01-11T19:30:00+08:00,17.89
2016-01-11T19:40:00+08:00,17.76
2016-01-11T19:50:00+08:00,17.7
2016-01-11T20:00:00+08:00,17.6666666666667
2016-01-11T20:10:00+08:00,17.6
2016-01-11T20:20:00+08:00,17.6
2016-01-11T20:30:00+08:00,17.5333333333333
2016-01-11T20:40:00+08:00,17.6333333333333
2016-01-11T20:50:00+08:00,17.76
2016-01-11T21:00:00+08:00,17.8566666666667
2016-01-11T21:10:00+08:00,17.79
2016-01-11T21:20:00+08:00,17.89
2016-01-11T21:30:00+08:00,17.89
2016-01-11T21:40:00+08:00,17.89
2016-01-11T21:50:00+08:00,17.865
2016-01-11T22:00:00+08:00,17.79
2016-01-11T22:10:00+08:00,17.79
2016-01-11T22:20:00+08:00,17.79
2016-01-11T22:30:00+08:00,17.79
2016-01-11T22:40:00+08:00,17.79
2016-01-11T22:50:00+08:00,17.7
2016-01-11T23:00:00+08:00,17.7
2016-01-11T23:10:00+08:00,17.7
2016-01-11T23:20:00+08:00,17.7
2016-01-11T23:30:00+08:00,17.7
2016-01-11T23:40:00+08:00,17.7
2016-01-11T23:50:00+08:00,17.7
2016-01-12T00:00:00+08:00,17.7
2016-01-12T00:10:00+08:00,17.7
2016-01-12T00:20:00+08:00,17.76
2016-01-12T00:30:00+08:00,17.79
2016-01-12T00:40:00+08:00,17.79
2016-01-12T00:50:00+08:00,17.79
2016-01-12T01:00:00+08:00,17.79
2016-01-12T01:10:00+08:00,17.79
2016-01-12T01:20:00+08:00,17.79
2016-01-12T01:30:00+08:00,17.79
2016-01-12T01:40:00+08:00,17.79
2016-01-12T01:50:00+08:00,17.79
2016-01-12T02:00:00+08:00,17.79
2016-01-12T02:10:00+08:00,17.79
2016-01-12T02:20:00+08:00,17.89
2016-01-12T02:30:00+08:00,17.89
2016-01-12T02:40:00+08:00,17.89
2016-01-12T02:50:00+08:00,17.8233333333333
2016-01-12T03:00:00+08:00,17.8566666666667
2016-01-12T03:10:00+08:00,17.8566666666667
2016-01-12T03:20:00+08:00,17.89
2016-01-12T03:30:00+08:00,17.89
2016-01-12T03:40:00+08:00,17.89
2016-01-12T03:50:00+08:00,17.89
2016-01-12T04:00:00+08:00,17.89
2016-01-12T04:10:00+08:00,17.89
2016-01-12T04:20:00+08:00,17.89
2016-01-12T04:30:00+08:00,17.89
2016-01-12T04:40:00+08:00,17.89
2016-01-12T04:50:00+08:00,17.89
2016-01-12T05:00:00+08:00,17.89
2016-01-12T05:10:00+08:00,17.89
2016-01-12T05:20:00+08:00,17.89
2016-01-12T05:30:00+08:00,17.89
2016-01-12T05:40:00+08:00,17.89
2016-01-12T05:50:00+08:00,17.89
2016-01-12T06:00:00+08:00,17.89
2016-01-12T06:10:00+08:00,17.89
2016-01-12T06:20:00+08:00,17.89
2016-01-12T06:30:00+08:00,17.89
2016-01-12T06:40:00+08:00,17.89
2016-01-12T06:50:00+08:00,17.89
2016-01-12T07:00:00+08:00,17.89
2016-01-12T07:10:00+08:00,17.89
2016-01-12T07:20:00+08:00,17.89
2016-01-12T07:30:00+08:00,17.89
2016-01-12T07:40:00+08:00,17.8566666666667
2016-01-12T07:50:00+08:00,17.79
2016-01-12T08:00:00+08:00,17.79
2016-01-12T08:10:00+08:00,17.8566666666667
2016-01-12T08:20:00+08:00,18.0
2016-01-12T08:30:00+08:00,18.0
2016-01-12T08:40:00+08:00,17.89
2016-01-12T08:50:00+08:00,17.89
2016-01-12T09:00:00+08:00,17.8566666666667
2016-01-12T09:10:00+08:00,17.79
2016-01-12T09:20:00+08:00,17.79
2016-01-12T09:30:00+08:00,17.79
2016-01-12T09:40:00+08:00,17.7
2016-01-12T09:50:00+08:00,17.7
2016-01-12T10:00:00+08:00,17.7
2016-01-12T10:10:00+08:00,17.7
2016-01-12T10:20:00+08:00,17.7
2016-01-12T10:30:00+08:00,17.7
2016-01-12T10:40:00+08:00,17.7
2016-01-12T10:50:00+08:00,17.7
2016-01-12T11:00:00+08:00,17.7
2016-01-12T11:10:00+08:00,17.73
2016-01-12T11:20:00+08:00,17.79
2016-01-12T11:30:00+08:00,17.79
2016-01-12T11:40:00+08:00,17.8566666666667
2016-01-12T11:50:00+08:00,17.8233333333333
2016-01-12T12:00:00+08:00,17.89
2016-01-12T12:10:00+08:00,17.9175
2016-01-12T12:20:00+08:00,17.9266666666667
2016-01-12T12:30:00+08:00,17.9725
2016-01-12T12:40:00+08:00,18.0
2016-01-12T12:50:00+08:00,18.0
2016-01-12T13:00:00+08:00,18.0
2016-01-12T13:10:00+08:00,17.89
2016-01-12T13:20:00+08:00,17.89
2016-01-12T13:30:00+08:00,17.89
2016-01-12T13:40:00+08:00,17.89
2016-01-12T13:50:00+08:00,17.945
2016-01-12T14:00:00+08:00,18.0777777777778
2016-01-12T14:10:00+08:00,18.183333333333305
2016-01-12T14:20:00+08:00,18.183333333333305
2016-01-12T14:30:00+08:00,18.1
2016-01-12T14:40:00+08:00,18.066666666666695
