Time,root.energy.d0.rv2(DOUBLE)
2016-01-11T17:00:00+08:00,13.275433157104999
2016-01-11T17:10:00+08:00,18.606194981839508
2016-01-11T17:20:00+08:00,28.64266816759482
2016-01-11T17:30:00+08:00,45.410389499738805
2016-01-11T17:40:00+08:00,10.084096551872788
2016-01-11T17:50:00+08:00,44.91948424838483
2016-01-11T18:00:00+08:00,47.233763430267565
2016-01-11T18:10:00+08:00,33.03988962434232
2016-01-11T18:20:00+08:00,31.455702194944024
2016-01-11T18:30:00+08:00,3.089313523378223
2016-01-11T18:40:00+08:00,10.298728744965047
2016-01-11T18:50:00+08:00,8.827837626449764
2016-01-11T19:00:00+08:00,34.35114233288913
2016-01-11T19:10:00+08:00,19.205185910686847
2016-01-11T19:20:00+08:00,38.49207099992782
2016-01-11T19:30:00+08:00,24.88496210426092
2016-01-11T19:40:00+08:00,35.88092541322112
2016-01-11T19:50:00+08:00,49.59530474152416
2016-01-11T20:00:00+08:00,19.00175897171721
2016-01-11T20:10:00+08:00,38.872261065989726
2016-01-11T20:20:00+08:00,46.73526155529544
2016-01-11T20:30:00+08:00,10.6071260641329
2016-01-11T20:40:00+08:00,32.5836883042939
2016-01-11T20:50:00+08:00,6.277754798065871
2016-01-11T21:00:00+08:00,13.3610334363766
2016-01-11T21:10:00+08:00,19.305704627186056
2016-01-11T21:20:00+08:00,0.6695166579447686
2016-01-11T21:30:00+08:00,19.11939785350114
2016-01-11T21:40:00+08:00,43.4845422860235
2016-01-11T21:50:00+08:00,17.017449834384024
2016-01-11T22:00:00+08:00,24.10400577355176
2016-01-11T22:10:00+08:00,29.97829127125442
2016-01-11T22:20:00+08:00,24.677065352443606
2016-01-11T22:30:00+08:00,9.310880070552226
2016-01-11T22:40:00+08:00,41.36866593034937
2016-01-11T22:50:00+08:00,33.42333690961823
2016-01-11T23:00:00+08:00,39.711993036326014
2016-01-11T23:10:00+08:00,5.3971812943927935
2016-01-11T23:20:00+08:00,36.1855473020114
2016-01-11T23:30:00+08:00,20.563721482176334
2016-01-11T23:40:00+08:00,41.047314705792814
2016-01-11T23:50:00+08:00,32.35300969099626
2016-01-12T00:00:00+08:00,39.14663811447098
2016-01-12T00:10:00+08:00,27.65181558206677
2016-01-12T00:20:00+08:00,26.48597900988534
2016-01-12T00:30:00+08:00,39.467811584472656
2016-01-12T00:40:00+08:00,1.1665601166896522
2016-01-12T00:50:00+08:00,23.861503251828253
2016-01-12T01:00:00+08:00,36.615686933510005
2016-01-12T01:10:00+08:00,34.636577824130654
2016-01-12T01:20:00+08:00,23.880981106776744
2016-01-12T01:30:00+08:00,43.06047384161502
2016-01-12T01:40:00+08:00,21.90485536120832
2016-01-12T01:50:00+08:00,12.239863851573318
2016-01-12T02:00:00+08:00,3.533952357247472
2016-01-12T02:10:00+08:00,4.973308008629829
2016-01-12T02:20:00+08:00,15.813585359137504
2016-01-12T02:30:00+08:00,25.93171315966174
2016-01-12T02:40:00+08:00,33.100253820884966
2016-01-12T02:50:00+08:00,20.34150935942307
2016-01-12T03:00:00+08:00,45.64379621297121
2016-01-12T03:10:00+08:00,14.680168638005853
2016-01-12T03:20:00+08:00,22.953286312986165
2016-01-12T03:30:00+08:00,16.619733709376305
2016-01-12T03:40:00+08:00,32.543523353524506
2016-01-12T03:50:00+08:00,12.90083903586492
2016-01-12T04:00:00+08:00,23.927262413781136
2016-01-12T04:10:00+08:00,38.315533532295376
2016-01-12T04:20:00+08:00,4.212345718406141
2016-01-12T04:30:00+08:00,43.7660665018484
2016-01-12T04:40:00+08:00,16.953646892216057
2016-01-12T04:50:00+08:00,41.97201750939712
2016-01-12T05:00:00+08:00,17.33417445793748
2016-01-12T05:10:00+08:00,16.688746539875865
2016-01-12T05:20:00+08:00,23.81756225368008
2016-01-12T05:30:00+08:00,44.60991679225117
2016-01-12T05:40:00+08:00,43.21697353152558
2016-01-12T05:50:00+08:00,19.4994771736674
2016-01-12T06:00:00+08:00,38.86603494174778
2016-01-12T06:10:00+08:00,48.03089986089617
2016-01-12T06:20:00+08:00,21.732974238693718
2016-01-12T06:30:00+08:00,35.625733935739845
2016-01-12T06:40:00+08:00,19.99971844488755
2016-01-12T06:50:00+08:00,16.267607593908902
2016-01-12T07:00:00+08:00,37.85435740137473
2016-01-12T07:10:00+08:00,10.13461275724694
2016-01-12T07:20:00+08:00,35.556061123497784
2016-01-12T07:30:00+08:00,6.084596051368862
2016-01-12T07:40:00+08:00,12.274425697978584
2016-01-12T07:50:00+08:00,7.165218971204013
2016-01-12T08:00:00+08:00,11.981470754835755
2016-01-12T08:10:00+08:00,2.946718863677233
2016-01-12T08:20:00+08:00,32.11441292660311
2016-01-12T08:30:00+08:00,43.813460634555675
2016-01-12T08:40:00+08:00,38.94573387224227
2016-01-12T08:50:00+08:00,39.865441294386976
2016-01-12T09:00:00+08:00,22.76372268097475
2016-01-12T09:10:00+08:00,20.504204102326185
2016-01-12T09:20:00+08:00,40.54351213853806
2016-01-12T09:30:00+08:00,30.24666451383382
2016-01-12T09:40:00+08:00,32.73619640385732
2016-01-12T09:50:00+08:00,17.65986359678209
2016-01-12T10:00:00+08:00,13.513007294386624
2016-01-12T10:10:00+08:00,49.63420305866748
2016-01-12T10:20:00+08:00,31.674663221929222
2016-01-12T10:30:00+08:00,10.66040676087141
2016-01-12T10:40:00+08:00,6.468617403879762
2016-01-12T10:50:00+08:00,23.90590171562508
2016-01-12T11:00:00+08:00,46.20372349163517
2016-01-12T11:10:00+08:00,29.938048357144
2016-01-12T11:20:00+08:00,48.808534746058285
2016-01-12T11:30:00+08:00,36.58962559420616
2016-01-12T11:40:00+08:00,17.836345604155213
2016-01-12T11:50:00+08:00,21.57368452753872
2016-01-12T12:00:00+08:00,7.410578033886851
2016-01-12T12:10:00+08:00,0.6538787740282714
2016-01-12T12:20:00+08:00,35.77830330468714
2016-01-12T12:30:00+08:00,5.159211787395179
2016-01-12T12:40:00+08:00,22.31421743053943
2016-01-12T12:50:00+08:00,32.005052256863564
2016-01-12T13:00:00+08:00,49.59193100221455
2016-01-12T13:10:00+08:00,24.779678892809898
2016-01-12T13:20:00+08:00,24.217476218473166
2016-01-12T13:30:00+08:00,8.672116743400693
2016-01-12T13:40:00+08:00,37.74104722542688
2016-01-12T13:50:00+08:00,22.69477446097881
2016-01-12T14:00:00+08:00,25.558489188551903
2016-01-12T14:10:00+08:00,10.37725566420704
2016-01-12T14:20:00+08:00,11.432907136622816
2016-01-12T14:30:00+08:00,29.785599815659225
2016-01-12T14:40:00+08:00,28.743609914090484
2016-01-12T14:50:00+08:00,3.853219014126808
2016-01-12T15:00:00+08:00,1.777028979267925
2016-01-12T15:10:00+08:00,32.13977460982277
2016-01-12T15:20:00+08:00,46.430759981740266
2016-01-12T15:30:00+08:00,29.90462111774832
2016-01-12T15:40:00+08:00,28.045037400443103
2016-01-12T15:50:00+08:00,26.301386195700612
2016-01-12T16:00:00+08:00,49.25476119387895
2016-01-12T16:10:00+08:00,25.382091116625812
2016-01-12T16:20:00+08:00,34.139403933659196
2016-01-12T16:30:00+08:00,30.077060882467777
2016-01-12T16:40:00+08:00,11.943433887790889
2016-01-12T16:50:00+08:00,12.908296333625913
2016-01-12T17:00:00+08:00,36.46548116812482
2016-01-12T17:10:00+08:00,22.62854157015681
2016-01-12T17:20:00+08:00,8.756338420789689
2016-01-12T17:30:00+08:00,37.33491348102689
2016-01-12T17:40:00+08:00,5.249382019974291
2016-01-12T17:50:00+08:00,43.22724745143205
2016-01-12T18:00:00+08:00,30.73224858380854
2016-01-12T18:10:00+08:00,27.85797694232315
2016-01-12T18:20:00+08:00,16.4388659526594
2016-01-12T18:30:00+08:00,22.656572272535414
2016-01-12T18:40:00+08:00,25.022048631217327
2016-01-12T18:50:00+08:00,9.043318056501448
2016-01-12T19:00:00+08:00,26.481530140154064
2016-01-12T19:10:00+08:00,3.763787285424769
2016-01-12T19:20:00+08:00,13.887796632479876
2016-01-12T19:30:00+08:00,10.63497596187517
2016-01-12T19:40:00+08:00,14.239524048753083
2016-01-12T19:50:00+08:00,44.75470514735207
2016-01-12T20:00:00+08:00,22.311766166239977
2016-01-12T20:10:00+08:00,38.99924448924139
2016-01-12T20:20:00+08:00,44.03095174347982
2016-01-12T20:30:00+08:00,20.656210475135595
2016-01-12T20:40:00+08:00,3.190424025524408
2016-01-12T20:50:00+08:00,16.774374584201723
2016-01-12T21:00:00+08:00,36.18629733100533
2016-01-12T21:10:00+08:00,16.880766674876213
2016-01-12T21:20:00+08:00,31.520706124138087
2016-01-12T21:30:00+08:00,42.03072770033032
2016-01-12T21:40:00+08:00,42.80658323550597
2016-01-12T21:50:00+08:00,19.56796405138448
2016-01-12T22:00:00+08:00,19.024694280233238
2016-01-12T22:10:00+08:00,44.77227129973471
2016-01-12T22:20:00+08:00,32.215788145549595
2016-01-12T22:30:00+08:00,37.053932435810566
2016-01-12T22:40:00+08:00,30.265172326471657
2016-01-12T22:50:00+08:00,45.154080574866384
2016-01-12T23:00:00+08:00,14.686507754959166
2016-01-12T23:10:00+08:00,9.563005494419485
2016-01-12T23:20:00+08:00,44.32254716521129
2016-01-12T23:30:00+08:00,25.166974286548797
2016-01-12T23:40:00+08:00,43.85287715122104
2016-01-12T23:50:00+08:00,9.459681122098118
2016-01-13T00:00:00+08:00,37.9051526193507
2016-01-13T00:10:00+08:00,36.224944633431726
2016-01-13T00:20:00+08:00,47.186240914743394
2016-01-13T00:30:00+08:00,27.382329350803047
2016-01-13T00:40:00+08:00,35.58719338616356
2016-01-13T00:50:00+08:00,19.44525499129668
