Time,root.energy.d0.RH_4(DOUBLE)
2016-01-11T17:00:00+08:00,45.5666666666667
2016-01-11T17:10:00+08:00,45.9925
2016-01-11T17:20:00+08:00,45.89
2016-01-11T17:30:00+08:00,45.723333333333294
2016-01-11T17:40:00+08:00,45.53
2016-01-11T17:50:00+08:00,45.73
2016-01-11T18:00:00+08:00,45.79
2016-01-11T18:10:00+08:00,45.863333333333294
2016-01-11T18:20:00+08:00,45.79
2016-01-11T18:30:00+08:00,46.09666666666671
2016-01-11T18:40:00+08:00,46.43
2016-01-11T18:50:00+08:00,46.43
2016-01-11T19:00:00+08:00,46.363333333333294
2016-01-11T19:10:00+08:00,47.223333333333294
2016-01-11T19:20:00+08:00,48.6966666666667
2016-01-11T19:30:00+08:00,48.49
2016-01-11T19:40:00+08:00,48.1566666666667
2016-01-11T19:50:00+08:00,47.963333333333296
2016-01-11T20:00:00+08:00,48.63
2016-01-11T20:10:00+08:00,49.5
2016-01-11T20:20:00+08:00,49.9475
2016-01-11T20:30:00+08:00,49.6966666666667
2016-01-11T20:40:00+08:00,49.16666666666671
2016-01-11T20:50:00+08:00,48.4266666666667
2016-01-11T21:00:00+08:00,48.19333333333329
2016-01-11T21:10:00+08:00,47.8
2016-01-11T21:20:00+08:00,47.56
2016-01-11T21:30:00+08:00,47.5
2016-01-11T21:40:00+08:00,47.9933333333333
2016-01-11T21:50:00+08:00,48.4666666666667
2016-01-11T22:00:00+08:00,48.0933333333333
2016-01-11T22:10:00+08:00,47.5
2016-01-11T22:20:00+08:00,47.6266666666667
2016-01-11T22:30:00+08:00,47.5666666666667
2016-01-11T22:40:00+08:00,47.223333333333294
2016-01-11T22:50:00+08:00,47.03
2016-01-11T23:00:00+08:00,46.5266666666667
2016-01-11T23:10:00+08:00,46.4
2016-01-11T23:20:00+08:00,46.433333333333294
2016-01-11T23:30:00+08:00,46.5675
2016-01-11T23:40:00+08:00,46.59
2016-01-11T23:50:00+08:00,46.79
2016-01-12T00:00:00+08:00,46.79
2016-01-12T00:10:00+08:00,46.933333333333294
2016-01-12T00:20:00+08:00,47.1333333333333
2016-01-12T00:30:00+08:00,47.23
2016-01-12T00:40:00+08:00,47.23
2016-01-12T00:50:00+08:00,47.36
2016-01-12T01:00:00+08:00,47.56
2016-01-12T01:10:00+08:00,47.4666666666667
2016-01-12T01:20:00+08:00,47.4
2016-01-12T01:30:00+08:00,46.9666666666667
2016-01-12T01:40:00+08:00,46.2266666666667
2016-01-12T01:50:00+08:00,46.06
2016-01-12T02:00:00+08:00,45.933333333333294
2016-01-12T02:10:00+08:00,45.9
2016-01-12T02:20:00+08:00,45.9
2016-01-12T02:30:00+08:00,45.9
2016-01-12T02:40:00+08:00,45.9
2016-01-12T02:50:00+08:00,45.9
2016-01-12T03:00:00+08:00,46.0
2016-01-12T03:10:00+08:00,46.0
2016-01-12T03:20:00+08:00,46.03
2016-01-12T03:30:00+08:00,46.1633333333333
2016-01-12T03:40:00+08:00,46.2
2016-01-12T03:50:00+08:00,46.26
2016-01-12T04:00:00+08:00,46.29
2016-01-12T04:10:00+08:00,46.29
2016-01-12T04:20:00+08:00,46.4
2016-01-12T04:30:00+08:00,46.4666666666667
2016-01-12T04:40:00+08:00,46.4666666666667
2016-01-12T04:50:00+08:00,46.4666666666667
2016-01-12T05:00:00+08:00,46.59
2016-01-12T05:10:00+08:00,46.6633333333333
2016-01-12T05:20:00+08:00,46.6633333333333
2016-01-12T05:30:00+08:00,46.59
2016-01-12T05:40:00+08:00,46.6266666666667
2016-01-12T05:50:00+08:00,46.7
2016-01-12T06:00:00+08:00,46.7
2016-01-12T06:10:00+08:00,46.7
2016-01-12T06:20:00+08:00,46.7
2016-01-12T06:30:00+08:00,46.7
2016-01-12T06:40:00+08:00,46.7
2016-01-12T06:50:00+08:00,46.79
2016-01-12T07:00:00+08:00,46.79
2016-01-12T07:10:00+08:00,46.79
2016-01-12T07:20:00+08:00,46.59666666666671
2016-01-12T07:30:00+08:00,46.2966666666667
2016-01-12T07:40:00+08:00,46.09
2016-01-12T07:50:00+08:00,45.9666666666667
2016-01-12T08:00:00+08:00,45.9
2016-01-12T08:10:00+08:00,45.76
2016-01-12T08:20:00+08:00,45.6266666666667
2016-01-12T08:30:00+08:00,45.5266666666667
2016-01-12T08:40:00+08:00,45.4
2016-01-12T08:50:00+08:00,45.363333333333294
2016-01-12T09:00:00+08:00,45.23
2016-01-12T09:10:00+08:00,45.09
2016-01-12T09:20:00+08:00,44.9666666666667
2016-01-12T09:30:00+08:00,44.7666666666667
2016-01-12T09:40:00+08:00,44.6633333333333
2016-01-12T09:50:00+08:00,44.59
2016-01-12T10:00:00+08:00,44.69333333333329
2016-01-12T10:10:00+08:00,45.0266666666667
2016-01-12T10:20:00+08:00,45.36
2016-01-12T10:30:00+08:00,45.56
2016-01-12T10:40:00+08:00,45.1333333333333
2016-01-12T10:50:00+08:00,44.86
2016-01-12T11:00:00+08:00,44.7
2016-01-12T11:10:00+08:00,44.6266666666667
2016-01-12T11:20:00+08:00,44.59
2016-01-12T11:30:00+08:00,44.463333333333296
2016-01-12T11:40:00+08:00,44.1633333333333
2016-01-12T11:50:00+08:00,44.03
2016-01-12T12:00:00+08:00,43.9
2016-01-12T12:10:00+08:00,43.69333333333329
2016-01-12T12:20:00+08:00,43.845
2016-01-12T12:30:00+08:00,43.8266666666667
2016-01-12T12:40:00+08:00,43.9666666666667
2016-01-12T12:50:00+08:00,44.09
2016-01-12T13:00:00+08:00,44.1633333333333
2016-01-12T13:10:00+08:00,44.16
2016-01-12T13:20:00+08:00,44.0266666666667
2016-01-12T13:30:00+08:00,43.863333333333294
2016-01-12T13:40:00+08:00,43.53
2016-01-12T13:50:00+08:00,43.5
2016-01-12T14:00:00+08:00,43.5
2016-01-12T14:10:00+08:00,43.4666666666667
2016-01-12T14:20:00+08:00,43.4
2016-01-12T14:30:00+08:00,43.2
2016-01-12T14:40:00+08:00,43.1266666666667
2016-01-12T14:50:00+08:00,43.06
2016-01-12T15:00:00+08:00,43.0
2016-01-12T15:10:00+08:00,43.06
2016-01-12T15:20:00+08:00,43.0
2016-01-12T15:30:00+08:00,43.145
2016-01-12T15:40:00+08:00,43.1633333333333
2016-01-12T15:50:00+08:00,43.03
2016-01-12T16:00:00+08:00,42.863333333333294
2016-01-12T16:10:00+08:00,42.79
2016-01-12T16:20:00+08:00,42.59
2016-01-12T16:30:00+08:00,42.59
2016-01-12T16:40:00+08:00,42.59
2016-01-12T16:50:00+08:00,42.59
2016-01-12T17:00:00+08:00,42.56
2016-01-12T17:10:00+08:00,42.56
2016-01-12T17:20:00+08:00,42.6266666666667
2016-01-12T17:30:00+08:00,42.76
2016-01-12T17:40:00+08:00,43.5666666666667
2016-01-12T17:50:00+08:00,43.9
2016-01-12T18:00:00+08:00,43.83333333333329
2016-01-12T18:10:00+08:00,43.6266666666667
2016-01-12T18:20:00+08:00,43.49
2016-01-12T18:30:00+08:00,43.09666666666671
2016-01-12T18:40:00+08:00,42.845
2016-01-12T18:50:00+08:00,42.59
