Time,root.energy.d0.Appliances(DOUBLE)
2016-04-09T14:20:00+08:00,100
2016-04-09T14:30:00+08:00,120
2016-04-09T14:40:00+08:00,120
2016-04-09T14:50:00+08:00,110
2016-04-09T15:00:00+08:00,110
2016-04-09T15:10:00+08:00,110
2016-04-09T15:20:00+08:00,120
2016-04-09T15:30:00+08:00,120
2016-04-09T15:40:00+08:00,160
2016-04-09T15:50:00+08:00,360
2016-04-09T16:00:00+08:00,410
2016-04-09T16:10:00+08:00,520
2016-04-09T16:20:00+08:00,430
2016-04-09T16:30:00+08:00,270
2016-04-09T16:40:00+08:00,190
2016-04-09T16:50:00+08:00,170
2016-04-09T17:00:00+08:00,140
2016-04-09T17:10:00+08:00,150
2016-04-09T17:20:00+08:00,110
2016-04-09T17:30:00+08:00,100
2016-04-09T17:40:00+08:00,100
2016-04-09T17:50:00+08:00,90
2016-04-09T18:00:00+08:00,100
2016-04-09T18:10:00+08:00,170
2016-04-09T18:20:00+08:00,250
2016-04-09T18:30:00+08:00,410
2016-04-09T18:40:00+08:00,460
2016-04-09T18:50:00+08:00,340
2016-04-09T19:00:00+08:00,110
2016-04-09T19:10:00+08:00,120
2016-04-09T19:20:00+08:00,130
2016-04-09T19:30:00+08:00,110
2016-04-09T19:40:00+08:00,80
2016-04-09T19:50:00+08:00,90
2016-04-09T20:00:00+08:00,80
2016-04-09T20:10:00+08:00,90
2016-04-09T20:20:00+08:00,90
2016-04-09T20:30:00+08:00,90
2016-04-09T20:40:00+08:00,90
2016-04-09T20:50:00+08:00,90
2016-04-09T21:00:00+08:00,80
2016-04-09T21:10:00+08:00,80
2016-04-09T21:20:00+08:00,90
2016-04-09T21:30:00+08:00,80
2016-04-09T21:40:00+08:00,80
2016-04-09T21:50:00+08:00,80
2016-04-09T22:00:00+08:00,50
2016-04-09T22:10:00+08:00,60
2016-04-09T22:20:00+08:00,50
2016-04-09T22:30:00+08:00,40
2016-04-09T22:40:00+08:00,30
2016-04-09T22:50:00+08:00,40
2016-04-09T23:00:00+08:00,50
2016-04-09T23:10:00+08:00,50
2016-04-09T23:20:00+08:00,50
2016-04-09T23:30:00+08:00,60
